batch_id,duration_s,duration_s_extract,duration_s_validation,duration_s_transform,duration_s_merge,staged_count,inserted_count,closed_count,spark_app_id,spark_ui_url,dq_batch_date,dq_total,dq_kept,dq_discarded,dq_duplicates_older,dq_null_key,dq_batch_date_mismatch
20250902074021_header_20230228.csv,122.82249,3.18037,16.624541,0.163718,99.606553,4791330,0,2380668,app-20250902074019-0015,http://vm-1.internal.cloudapp.net:4040,20230228,5000000,4791330,208670,6,0,208664
