batch_id,duration_s,duration_s_extract,duration_s_validation,duration_s_transform,duration_s_merge,staged_count,inserted_count,closed_count,spark_app_id,spark_ui_url,dq_batch_date,dq_total,dq_kept,dq_discarded,dq_duplicates_older,dq_null_key,dq_batch_date_mismatch
20250902074341_header_20230127.csv,162.295184,3.210744,22.838541,0.162021,130.461059,9583937,0,291465,app-20250902074339-0017,http://vm-1.internal.cloudapp.net:4040,20230127,10000000,9583937,416063,0,0,416063
