contratto_cod|codice_ordine_sap|tipo_contratto|codice_opec|data_firma|net_amount|causale_annullamento|data_annullamento|codice_agente|status_quote|creazione_dta|event_time
Y02103210|3014210222|365|DEW78AA8|10/11/2021|3946|||1056|Other|10/6/2021|2023-01-26T14:00:00.000+01:00
