batch_id,duration_s,duration_s_extract,duration_s_validation,duration_s_transform,duration_s_merge,staged_count,inserted_count,closed_count,spark_app_id,spark_ui_url,dq_batch_date,dq_total,dq_kept,dq_discarded,dq_duplicates_older,dq_null_key,dq_batch_date_mismatch
20250902070503_header_20230228.csv,31.392609,3.074583,15.258813,0.165015,11.585714,958495,0,0,app-20250902070501-0005,http://vm-1.internal.cloudapp.net:4040,20230228,1000000,958495,41505,4,0,41501
